_id,actors,domain_info.whois.registrar.name,domain_info.whois.ts.created
"6841d96495eb0a4ff357c26d","ymscw.shop","GoDaddy.com, LLC","Sat Aug 10 2024 07:34:17 GMT-0400 (Eastern Daylight Time)"
"684303b7d34b9f7659e37e35","freegiveaways.shop","GoDaddy.com, LLC","Wed May 05 2021 16:38:29 GMT-0400 (Eastern Daylight Time)"
"6843417c823a81e64a6e45df","blowfishmalibuwomensshoes.shop","Sav.com, LLC","Thu Jul 11 2024 03:27:36 GMT-0400 (Eastern Daylight Time)"
"6843417c823a81e64a6e45df","fashioncaseshkc4.shop","Sav.com, LLC","Mon Jul 15 2024 23:06:52 GMT-0400 (Eastern Daylight Time)"
"6843417c823a81e64a6e45df","flashtoyboxshop.shop","Sav.com, LLC","Wed Jun 04 2025 08:30:14 GMT-0400 (Eastern Daylight Time)"
"6843417c823a81e64a6e45df","svarlioutlet.shop","Sav.com, LLC","Fri Jun 06 2025 03:51:16 GMT-0400 (Eastern Daylight Time)"
"684346bd65015b683af478b8","atonishingjwu.shop","PDR Ltd. d/b/a PublicDomainRegistry.com","Thu Jun 27 2024 12:58:53 GMT-0400 (Eastern Daylight Time)"
"684346bd65015b683af478b8","bedroomgrassydwus.shop","PDR Ltd. d/b/a PublicDomainRegistry.com","Thu Jun 27 2024 07:52:42 GMT-0400 (Eastern Daylight Time)"
"684346bd65015b683af478b8","bindstrawwypenumatiws.shop","PDR Ltd. d/b/a PublicDomainRegistry.com","Thu Jun 27 2024 07:54:42 GMT-0400 (Eastern Daylight Time)"
"684346bd65015b683af478b8","bishopinnv.shop","PDR Ltd. d/b/a PublicDomainRegistry.com","Thu Jun 27 2024 12:58:53 GMT-0400 (Eastern Daylight Time)"
"684346bd65015b683af478b8","broccolydecidesrbeb.shop","PDR Ltd. d/b/a PublicDomainRegistry.com","Thu Jun 27 2024 07:50:59 GMT-0400 (Eastern Daylight Time)"
"684346bd65015b683af478b8","circulatebilebrattwko.shop","PDR Ltd. d/b/a PublicDomainRegistry.com","Thu Jun 27 2024 07:51:09 GMT-0400 (Eastern Daylight Time)"
"684346bd65015b683af478b8","eaglecheastdiesow.shop","PDR Ltd. d/b/a PublicDomainRegistry.com","Thu Jun 27 2024 07:52:40 GMT-0400 (Eastern Daylight Time)"
"684346bd65015b683af478b8","flockkydwos.shop","PDR Ltd. d/b/a PublicDomainRegistry.com","Thu Jun 27 2024 13:16:08 GMT-0400 (Eastern Daylight Time)"
"684346bd65015b683af478b8","geuscljjs.shop","PDR Ltd. d/b/a PublicDomainRegistry.com","Wed Jun 04 2025 08:01:13 GMT-0400 (Eastern Daylight Time)"
"684346bd65015b683af478b8","jeansjumpersjuk.shop","PDR Ltd. d/b/a PublicDomainRegistry.com","Tue May 07 2024 17:58:06 GMT-0400 (Eastern Daylight Time)"
"684346bd65015b683af478b8","kevlarbronedcores.shop","PDR Ltd. d/b/a PublicDomainRegistry.com","Tue May 07 2024 17:58:03 GMT-0400 (Eastern Daylight Time)"
"684346bd65015b683af478b8","kwork-order.shop","PDR Ltd. d/b/a PublicDomainRegistry.com","Wed Aug 21 2024 03:50:48 GMT-0400 (Eastern Daylight Time)"
"684346bd65015b683af478b8","mousemonnetjuks.shop","PDR Ltd. d/b/a PublicDomainRegistry.com","Tue May 07 2024 17:58:06 GMT-0400 (Eastern Daylight Time)"
"684346bd65015b683af478b8","omnitelurengoisa.shop","PDR Ltd. d/b/a PublicDomainRegistry.com","Tue May 07 2024 17:58:03 GMT-0400 (Eastern Daylight Time)"
"684346bd65015b683af478b8","rocketpotsww.shop","PDR Ltd. d/b/a PublicDomainRegistry.com","Thu Jun 27 2024 12:58:47 GMT-0400 (Eastern Daylight Time)"
"684346bd65015b683af478b8","seeatatignowartws.shop","PDR Ltd. d/b/a PublicDomainRegistry.com","Thu Jun 27 2024 07:52:41 GMT-0400 (Eastern Daylight Time)"
"684346bd65015b683af478b8","televisionoffersks.shop","PDR Ltd. d/b/a PublicDomainRegistry.com","Tue May 07 2024 17:58:02 GMT-0400 (Eastern Daylight Time)"
"684346bd65015b683af478b8","watchpotentioalbkewo.shop","PDR Ltd. d/b/a PublicDomainRegistry.com","Thu Jun 27 2024 07:52:41 GMT-0400 (Eastern Daylight Time)"
"68434bb60ad6b5e5bc10e37d","tawnyneeddelta.shop","PDR Ltd. d/b/a PublicDomainRegistry.com","Tue Dec 03 2024 06:16:24 GMT-0500 (Eastern Standard Time)"
"68435068998a14bdfc79105f","uaqcx.shop","Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn)","Mon Nov 25 2024 22:27:20 GMT-0500 (Eastern Standard Time)"
