_id,actors,domain_info.whois.registrar.name,domain_info.whois.ts.created
"684af441a06669d6140e8564","sparkleinpinklu.shop","Web Commerce Communications Limited dba WebNic.cc","Thu Aug 22 2024 15:26:50 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","gripmilosport.shop","Web Commerce Communications Limited dba WebNic.cc","Wed Mar 05 2025 20:37:29 GMT-0500 (Eastern Standard Time)"
"684af441a06669d6140e8564","thenaturalbabycoes.shop","Web Commerce Communications Limited dba WebNic.cc","Sun Apr 13 2025 13:35:08 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","buybookssy.shop","Web Commerce Communications Limited dba WebNic.cc","Fri Mar 28 2025 07:18:01 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","decadas.shop","Web Commerce Communications Limited dba WebNic.cc","Wed Oct 23 2024 03:17:59 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","modernradiouy.shop","Web Commerce Communications Limited dba WebNic.cc","Thu Oct 17 2024 23:49:56 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","steedcyclesft.shop","Web Commerce Communications Limited dba WebNic.cc","Mon Jul 29 2024 04:29:08 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","ksbatic.shop","Web Commerce Communications Limited dba WebNic.cc","Mon Jun 02 2025 21:46:18 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","marienicolegirlsoutfitsmyshopifq.shop","Web Commerce Communications Limited dba WebNic.cc","Thu Aug 29 2024 21:07:11 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","changingthepresentty.shop","Web Commerce Communications Limited dba WebNic.cc","Fri Oct 18 2024 01:33:18 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","mobilelebft.shop","Web Commerce Communications Limited dba WebNic.cc","Mon Jul 29 2024 04:28:14 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","edtdth.shop","Web Commerce Communications Limited dba WebNic.cc","Thu Apr 17 2025 07:23:14 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","pumpstation.shop","Web Commerce Communications Limited dba WebNic.cc","Thu Oct 17 2024 06:34:02 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","shopalixty.shop","Web Commerce Communications Limited dba WebNic.cc","Fri Oct 18 2024 02:03:35 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","luggageoutletuy.shop","Web Commerce Communications Limited dba WebNic.cc","Thu Oct 17 2024 23:45:51 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","harrychadeewnt.shop","Web Commerce Communications Limited dba WebNic.cc","Thu Oct 17 2024 22:44:11 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","mcsusesl.shop","Web Commerce Communications Limited dba WebNic.cc","Wed Sep 04 2024 21:38:40 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","hivepalmbeachuy.shop","Web Commerce Communications Limited dba WebNic.cc","Thu Oct 17 2024 22:57:38 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","unsimplystitched.shop","Web Commerce Communications Limited dba WebNic.cc","Fri Oct 18 2024 01:50:29 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","pandafoxsq.shop","Web Commerce Communications Limited dba WebNic.cc","Sat Jun 22 2024 05:48:06 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","njzrxk.shop","Web Commerce Communications Limited dba WebNic.cc","Thu Jun 05 2025 05:52:19 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","sakuratoysq.shop","Web Commerce Communications Limited dba WebNic.cc","Sat Jun 22 2024 05:43:22 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","hintofmoedern.shop","Web Commerce Communications Limited dba WebNic.cc","Thu Oct 17 2024 08:28:41 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","sheepskingifts.shop","Web Commerce Communications Limited dba WebNic.cc","Thu Oct 17 2024 22:16:52 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","mlvigq.shop","Web Commerce Communications Limited dba WebNic.cc","Thu Jun 05 2025 05:52:38 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","hobbytron.shop","Web Commerce Communications Limited dba WebNic.cc","Fri Oct 18 2024 02:02:45 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","littlezlenone.shop","Web Commerce Communications Limited dba WebNic.cc","Thu Oct 17 2024 07:59:44 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","poisonarrow.shop","Web Commerce Communications Limited dba WebNic.cc","Thu Oct 17 2024 08:28:06 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","misanomotoimports.shop","Web Commerce Communications Limited dba WebNic.cc","Fri Oct 18 2024 00:04:09 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","furniturewholesale-us.shop","Web Commerce Communications Limited dba WebNic.cc","Thu Jun 12 2025 03:53:32 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","platby.shop","Web Commerce Communications Limited dba WebNic.cc","Thu Jun 05 2025 11:24:56 GMT-0400 (Eastern Daylight Time)"
"684af441a06669d6140e8564","coughsyrupl.shop","Web Commerce Communications Limited dba WebNic.cc","Wed Oct 23 2024 03:16:02 GMT-0400 (Eastern Daylight Time)"
"684b060826294be51684423f","amazonorder.shop","Gname.com Pte. Ltd.","Tue Dec 10 2024 06:13:09 GMT-0500 (Eastern Standard Time)"
"684b06b126294be51684424d","dailyfastdeals.shop","Sav.com, LLC","Tue Jun 11 2024 00:55:38 GMT-0400 (Eastern Daylight Time)"
"684b080326294be51684427d","jop2cwork.shop","GoDaddy.com, LLC","Sat Dec 14 2024 01:50:27 GMT-0500 (Eastern Standard Time)"
"684b834b14e012edbffe0ee7","nphpinjoihp.shop","Web Commerce Communications Limited dba WebNic.cc","Sat Oct 19 2024 08:11:19 GMT-0400 (Eastern Daylight Time)"
"684bc2d0480b810bdb0fe111","owlvansft.shop","Web Commerce Communications Limited dba WebNic.cc","Sun Jul 28 2024 23:20:58 GMT-0400 (Eastern Daylight Time)"
"684c49192c6aff96e8dc1f1e","sequinappliques.shop","Sav.com, LLC","Tue Jun 18 2024 23:28:47 GMT-0400 (Eastern Daylight Time)"
"684c4b212c6aff96e8dc1f47","infamousbeauty.shop","Sav.com, LLC","Fri Jun 14 2024 23:48:46 GMT-0400 (Eastern Daylight Time)"
"684c4c322c6aff96e8dc1f5f","mixroutes.shop","Web Commerce Communications Limited dba WebNic.cc","Wed Oct 23 2024 03:14:18 GMT-0400 (Eastern Daylight Time)"
"684c54de2c6aff96e8dc1fd7","ofertason.shop","HOSTINGER operations, UAB","Wed Jul 10 2024 05:44:54 GMT-0400 (Eastern Daylight Time)"
"684c44f9d38d87fff6bbd664","brainwavzakk.shop","Web Commerce Communications Limited dba WebNic.cc","Mon Mar 31 2025 05:28:37 GMT-0400 (Eastern Daylight Time)"
"684c44f9d38d87fff6bbd664","bozkurtjewesq.shop","Web Commerce Communications Limited dba WebNic.cc","Mon Jun 24 2024 00:44:51 GMT-0400 (Eastern Daylight Time)"
"684c44f9d38d87fff6bbd664","omoda-svip.shop","Web Commerce Communications Limited dba WebNic.cc","Wed Feb 19 2025 01:57:29 GMT-0500 (Eastern Standard Time)"
"684c44f9d38d87fff6bbd664","maxrivephotographyabc.shop","Web Commerce Communications Limited dba WebNic.cc","Fri Aug 02 2024 21:38:37 GMT-0400 (Eastern Daylight Time)"
"684c44f9d38d87fff6bbd664","widgetree.shop","Web Commerce Communications Limited dba WebNic.cc","Wed Mar 26 2025 03:37:47 GMT-0400 (Eastern Daylight Time)"
"684c44f9d38d87fff6bbd664","sentimentsexscxz.shop","Web Commerce Communications Limited dba WebNic.cc","Tue Jul 02 2024 02:29:24 GMT-0400 (Eastern Daylight Time)"
"684c44f9d38d87fff6bbd664","metrosmokesq.shop","Web Commerce Communications Limited dba WebNic.cc","Mon Jun 24 2024 02:21:14 GMT-0400 (Eastern Daylight Time)"
"684c44f9d38d87fff6bbd664","lambsivyes.shop","Web Commerce Communications Limited dba WebNic.cc","Thu Oct 17 2024 06:33:22 GMT-0400 (Eastern Daylight Time)"
"684c44f9d38d87fff6bbd664","growdragon.shop","Web Commerce Communications Limited dba WebNic.cc","Wed Mar 05 2025 04:45:51 GMT-0500 (Eastern Standard Time)"
"684c5cdf2c6aff96e8dc2082","jop0awork.shop","GoDaddy.com, LLC","Sat Dec 14 2024 01:50:25 GMT-0500 (Eastern Standard Time)"
"684c5cdf2c6aff96e8dc2082","jop1bwork.shop","GoDaddy.com, LLC","Sat Dec 14 2024 01:50:26 GMT-0500 (Eastern Standard Time)"
"684c5cdf2c6aff96e8dc2082","jop3dwork.shop","GoDaddy.com, LLC","Sat Dec 14 2024 01:50:28 GMT-0500 (Eastern Standard Time)"
"684c5cdf2c6aff96e8dc2082","jop6gwork.shop","GoDaddy.com, LLC","Sat Dec 14 2024 01:50:25 GMT-0500 (Eastern Standard Time)"
